,imdbid,title,year,genres,director,writer,cast,runtime,country,language,rating,plot
40,480502,#1 (2005),2005,"Short, Drama",James Breen,James Breen,"Myers Clark (Sonny), Anthony D'Amato (Leon), Nicholas J. Giordano (Twentysomething), Thomas McMillan (Ritchie), Kate Mines (Girl / Kirsten)",USA:30,USA,English,6.7 (12 votes),"#1 tells the story of Leon, a struggling independent locksmith who is tempted to use his skills for crime to help his family"
41,363771,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",2005,"Adventure, Family, Fantasy",Andrew Adamson,"Ann Peacock, Andrew Adamson, Christopher Markus, Stephen McFeely, C.S. Lewis","Georgie Henley (Lucy Pevensie), Skandar Keynes (Edmund Pevensie), William Moseley (Peter Pevensie), Anna Popplewell (Susan Pevensie), Tilda Swinton (White Witch)","143, 150::(extended version), 135::(Blu-ray edition)","USA, UK","English, German",6.9 (236903 votes),"When the Pevensie family are evacuated out to the country, they are unaware of the adventure they will encounter. During a game of hide and seek, the youngest daughter, Lucy (Henley) discovers a wardrobe which transports her to the land of Narnia. Covered in snow, Narnia is full of weird and wonderful creatures, but is watched over by the evil White Witch, Jadis (Swinton). When all four Pevensie children end up through the wardrobe, they discover that it was meant to be, as two daughters of Eve and two sons of Adam must join with the mighty lion, Aslan (Neeson) to defeat the evil White Witch"
42,443295,"Yours, Mine & Ours (2005)",2005,"Comedy, Family, Romance",Raja Gosnell,"Ron Burch, David Kidd, Melville Shavelson, Mort Lachman, Madelyn Davis, Bob Carroll Jr","Dennis Quaid (Frank Beardsley), Rene Russo (Helen North), Sean Faris (William Beardsley), Katija Pevec (Christina Beardsley), Dean Collins (Harry Beardsley)","90, Philippines:88::(cut)",USA,English,5.3 (18659 votes),"Admiral Frank Beardsley returns to New London to run the Coast Guard Academy, his last stop before a probable promotion to head the Guard. A widower with eight children, he runs a loving but tight ship, with charts and salutes. The kids long for a permanent home. Helen North is a free spirit, a designer whose ten children live in loving chaos, with occasional group hugs. Helen and Frank, high school sweethearts, reconnect at a reunion, and it's love at first re-sighting. They marry on the spot. Then the problems start as two sets of kids, the free spirits and the disciplined preppies, must live together. The warring factions agree to work together to end the marriage"
43,1005968,"""Stars in Their Eyes"" 2005 Celebrity Special 1 (2005)",2005,"Family, Game-Show, Music",,,"Cat Deeley (Herself - Presenter), Jeff Brazier (Himself / Ali Campbell), Victoria Bush (Herself / Mama Cass), Vickie Gates (Herself / Maria McKee), Nell McAndrew (Herself / Kim Wilde)",,,,,
44,454659,2005 Australian Formula 1 Grand Prix (2005) (TV),TV,Sport,Stephen Wood,,"Daryl Beattie (Himself - Pit Reporter), Allie Brunning (Himself - Reporter), Neil Crompton (Himself - Commentator), Leigh Diffey (Himself - Commentator), Mick Doohan (Himself - Expert Comments)",,Australia,English,7.5 (10 votes),
45,488598,Now Vision 2005: Vol. 1 (2005) (V),V,Music,,,"Dannii Minogue (Herself), Geri Halliwell (Herself), Hilary Duff (Herself), Missy Higgins (Herself), Kelis (Herself)",143,Australia,English,,"Featuring 40 of the hottest clips from 2005, including Dannii Minogue ""You Won't Forget About Me"" & Geri Halliwell's ""Ride It"""
46,501868,"""20h10 p?tantes"" Episode dated 1 February 2005 (2005)",2005,Comedy,,,"St?phane Bern (Himself - Host), Kenza Braiga (Herself), B?nabar (Himself), Cynthia Sardou (Herself), Eric Zemmour (Himself / Panelist)",,,,,
47,2138463,"""Kr?sn? ztr?ty"" Episode dated 1 April 2005 (2005)",2005,Talk-Show,,,"Michal Prokop (Himself - Host), Ludek Bukac (Himself), Vladim?r V?lek (Himself)",,,,,
48,2212106,"""Espa?a es"" Episode dated 1 June 2005 (2005)",2005,,Manuel Lombao,,,,,,,
49,545977,"""Coraz?n de..."" Episode dated 1 December 2005 (2005)",2005,,Miguel Cruz,,"Anne Igartiburu (Herself - Hostess), Tom Cruise (Himself), Jamie Lee Curtis (Herself), Mar Flores (Herself), Jake Gyllenhaal (Himself)",,Spain,Spanish,6.3 (9 votes),
50,1277504,"""Am?rica"" Episode dated 1 July 2005 (2005)",2005,"Adventure, Drama, Romance",,,"Murilo Ben?cio (Ti?o), Deborah Secco (Sol), Edson Celulari (Glauco), Christiane Torloni (Hayd?e), Mariana Ximenes (Ra?ssa)",,,,,
51,1925231,"""Ruedo ib?rico"" Episode dated 1 February 2005 (2005)",2005,"News, Talk-Show",,,"Montserrat Dom?nguez (Herself - Hostess), Antonio Casado (Himself), Ra?l del Pozo (Himself), Patxi L?pez (Himself), Karmentxu Mar?n (Herself)",,,,,
52,3493298,"""N?meros locos"" Episode dated 1 April 2005 (2005)",2005,Game-Show,,,Carlos Sobera (Himself - Host),,,,,
53,735445,"""T?l?matin"" Episode dated 1 March 2005 (2005)",2005,Talk-Show,,,"Laurent Fabius (Himself), Alexandre Jaffray (Himself / Panelist), Antoine Cormery (Himself / Journalist), Charles Enderlin (Himself / Journalist), Philippe Collignon (Himself / Panelist)",,,,,
54,545926,"""Coraz?n de..."" Episode dated 1 September 2005 (2005)",2005,,Miguel Cruz,,"Anne Igartiburu (Herself - Hostess), Jennifer Aniston (Herself), Imanol Arias (Himself), Pilar Bardem (Herself), Ana Blanco (Herself)",,Spain,Spanish,4.2 (15 votes),
55,665184,"""On a tout essay?"" Episode dated 1 February 2005 (2005)",2005,Talk-Show,,,"Bernard de Grunne (Himself), Muriel Robin (Herself), Steevy Boulay (Himself), Val?rie Mairesse (Herself), Isabelle Mergault (Herself)",,,,,
56,551128,"""Cr?nicas marcianas"" Episode dated 1 February 2005 (2005)",2005,"Comedy, Talk-Show",Javier Sard?,,"Javier Sard? (Himself - Host), Javier C?rdenas (Himself - Co-Host), Nani Gait?n (Herself - Tertuliana), Mart? Galindo (Himself / Various Characters), Boris Izaguirre (Himself - Panelist)",,,,,
57,641351,"""mandr?gora, La"" Episode dated 1 June 2005 (2005)",2005,News,Rafael Herrero,,"Roc?o Mu?oz (Herself - Host), Mar?a Jos? Alfonso (Herself), Nuria Gallardo (Herself), Mar?a Luisa Merlo (Herself), Blanca Portillo (Herself)",,,,,
58,1922947,"""Coraz?n de..."" Episode dated 1 March 2005 (2005)",2005,,Miguel Cruz,,Anne Igartiburu (Herself - Hostess),,Spain,Spanish,,
59,735439,"""T?l?matin"" Episode dated 1 February 2005 (2005)",2005,Talk-Show,,,"?lisabeth Guigou (Herself), Alexandre Jaffray (Himself / Panelist), Antoine Cormery (Himself / Journalist), Charles Enderlin (Himself / Journalist), Philippe Collignon (Himself / Panelist)",,,,,
60,3852602,#1 (2009),2009,"Animation, Short",Noamir Cast?ra,Marion Cast?ra,,4,Belgium,French,,"You're running and you're running away, but you can't run away from yourself"
61,1132620,M?n som hatar kvinnor (2009),2009,"Crime, Drama, Mystery, Thriller",Niels Arden Oplev,"Nikolaj Arcel, Rasmus Heisterberg, Stieg Larsson","Michael Nyqvist (Mikael Blomkvist), Noomi Rapace (Lisbeth Salander), Lena Endre (Erika Berger), Sven-Bertil Taube (Henrik Vanger), Peter Haber (Martin Vanger)","152, Sweden:180::(extended version), Canada:186::(Extended Version) (Part 1 & 2)","Sweden, Denmark, Germany, Norway","Swedish, English",7.8 (151322 votes),"Forty years ago, Harriet Vanger disappeared from a family gathering on the island owned and inhabited by the powerful Vanger clan. Her body was never found, yet her uncle is convinced it was murder and that the killer is a member of his own tightly knit but dysfunctional family. He employs disgraced financial journalist Mikael Blomkvist and the tattooed, ruthless computer hacker Lisbeth Salander to investigate. When the pair link Harriet's disappearance to a number of grotesque murders from almost forty years ago, they begin to unravel a dark and appalling family history. But the Vangers are a secretive clan, and Blomkvist and Salander are about to find out just how far they are prepared to go to protect themselves"
62,1111422,"Taking of Pelham 1 2 3, The (2009)",2009,"Action, Crime, Thriller",Tony Scott,"Brian Helgeland, John Godey","Denzel Washington (Walter Garber), John Travolta (Ryder), Luis Guzm?n (Phil Ramos), Victor Gojcaj (Bashkim), Robert Vataj (Emri)",106,"USA, UK",English,6.4 (124765 votes),"In early afternoon, four armed men hijack a subway train in Manhattan. They stop on a slight incline, decoupling the first car to let the rest of the train coast back. Their leader is Ryder; he connects by phone with Walter Garber, the dispatcher watching that line. Garber is a supervisor temporarily demoted while being investigated for bribery. Ryder demands $10 million within an hour, or he'll start shooting hostages. He'll deal only with Garber. The mayor okays the payoff, the news of the hostage situation sends the stock market tumbling, and it's unclear what Ryder really wants or if Garber is part of the deal. Will hostages, kidnappers, and negotiators live through this?"
63,1045778,Year One (2009),2009,"Adventure, Comedy",Harold Ramis,"Harold Ramis, Gene Stupnitsky, Lee Eisenberg, Harold Ramis","Jack Black (Zed), Michael Cera (Oh), Oliver Platt (High Priest), David Cross (Cain), Christopher Mintz-Plasse (Isaac)","97, 100::(unrated version)",USA,English,4.9 (69046 votes),"Zed, a prehistoric would-be hunter, eats from a tree of forbidden fruit and is banished from his tribe, accompanied by Oh, a shy gatherer. On their travels, they meet Cain and Abel on a fateful day, stop Abraham from killing Isaac, become slaves, and reach the city of Sodom where their tribe is now enslaved. Zed and Oh are determined to rescue the women they love, Maya and Eema. Standing in their way is Sodom's high priest and the omnipresent Cain. Zed tries to form an alliance with Princess Innana, which may backfire. Can an inept hunter and a smart but slender and diffident gatherer become heroes and make a difference?"
64,2013356,"""Cars.TV"" SEMA Show 2009 1 (2010)",2010,"Action, News, Sport",,,,,,,,
65,1037671,"""? Hour News Hour, The"" May 1, 2009 (2007)",2007,Comedy,Michael Dimich,"Ross Abrash, Dean Batali, Rodney Lee Conover, Manny Coto, Manny Coto, Sandy Frank, Sandy Frank, Ned Rice, Ned Rice, Bob Smiley, Joel Surnow, Joel Surnow","Kurt Long (Kurt McNally), Jennifer Robertson (Jennifer Lange), P.J. Byrne (Dr. Harvey Jenkins), Ken Davitian (Himself), Aaron Wayne Hill (Timmy)",,,,,
66,3053148,"""Festival del Huaso de Olmu?"" Olmu? 2009: Noche 1 (2009)",2009,Music,,,"Leo Caprile (Himself - Host), La Noche (Themselves - Performer), Alberto Plaza (Himself - Performer)",,,,,
67,1483803,Stargate SG-1: Children of the Gods - Final Cut (2009) (V),V,Sci-Fi,Mario Azzopardi,"Brad Wright, Jonathan Glassner, Jonathan Glassner, Brad Wright","Richard Dean Anderson (Colonel Jack O'Neill), Michael Shanks (Dr. Daniel Jackson), Amanda Tapping (Captain Samantha Carter), Christopher Judge (Teal'c), Don S. Davis (Major General George Hammond)",USA:92::(DVD),USA,English,8.0 (1770 votes),"An alien similar to Ra appears out of the Stargate, killing five soldiers and kidnapping another, a year after the original Stargate mission. A new team is assembled, including some old members, and they go in search of the missing soldier in order to find out how Ra could still be alive. Meanwhile, the alien Goa'uld kidnap Sha're and Skaara, implanting them with symbiotes and making them Goa'uld hosts"
68,1503162,Sons of Anarchy Season 1: Casting 'Sons of Anarchy' (2009) (V),V,Short,,,"Mark Boone Junior (Himself - Robert 'Bobby' Munson), Dayton Callie (Himself - Chief Wayne Unser), James Carraway (Himself - Floyd), Kim Coates (Himself - Alex 'Tig' Trager), Tommy Flanagan (Himself - Filip 'Chibs' Telford)",USA:15,USA,English,8.8 (80 votes),
69,1608119,Chikara: 2009 King of Trios - Night 1 (2009) (V),V,Sport,,,"Austin Aries (Himself - Team EPIC WAR), Ultramantis Black (Himself - commentator), Arik Cannon (Himself - The F1RST Family), Claudio Castagnoli (Himself - Team Uppercut), A.C. Connor (D-Lo Brown- The Cold Front)",,USA,English,,
70,1368625,"""Fant?stico"" Episode dated 1 February 2009 (2009)",2009,Documentary,,,"Andrea Beltr?o (Herself), Zeca Camargo (Himself - Host), Tom Cruise (Himself), Katie Holmes (Herself), Maur?cio Kubrusly (Himself - Reporter)",,,,,
71,1451857,"""Array?n"" Episode dated 1 June 2009 (2009)",2009,"Drama, Romance",Leo Vega,Eduardo Galdo,"Jes?s Carrillo (Gustavo), ?lex Casademunt (Pablo G?lvez), Mar?a Delgado (Isabel), Sauce Ena (Luc?a), Iv?n Gisbert (Mart?n)",,Spain,Spanish,,
72,1540215,"""Fant?stico"" Episode dated 1 November 2009 (2009)",2009,Documentary,,,"Zeca Camargo (Himself - Host), Walcyr Carrasco (Himself), Renata Ceribelli (Herself), Isabelle Drummond (Herself), Greg?rio Duvivier (Various)",,,,,
73,1416360,"""Acomp??enos"" Episode dated 1 April 2009 (2009)",2009,,,,"Fidel Fern?n (Himself - Colaborador), Gloria Ferreiro (Herself), Alba Lago (Herself - Colaboradora), Ricardo Pardo (Himself), Israel Pita (Himself)",,,,,
74,1463062,"""S?lvame"" Episode dated 1 June 2009 (2009)",2009,,,,"Jorge Javier V?zquez (Himself - Host), Bego?a Alonso (Herself), Jimmy Gim?nez-Arnau (Himself), Kiko Hern?ndez (Himself), Lydia Lozano (Herself)",,,,,
75,2772296,"""Vsechnop?rty"" Episode dated 1 December 2009 (2009)",2009,Talk-Show,,,"Karel S?p (Himself - Host), Petra Cernock? (Herself), Dusan Klein (Himself), Jarmila Sul?kov? (Herself)",,,,,
76,1502507,"""Espejo p?blico"" Episode dated 1 September 2009 (2009)",2009,News,,,"Susanna Griso (Herself - Hostess), Ram?n Arang?ena (Himself - Colaborador), Juli?n Cabrera (Himself), Albert Castill?n (Himself), Manuel Chaves (Himself)",,,,,
77,1460077,"""Acomp??enos"" Episode dated 1 June 2009 (2009)",2009,,,,"Fidel Fern?n (Himself - Colaborador), Alba Lago (Herself - Colaboradora), Sonia L?pez (Herself - Co -Hostess), Ricardo Pardo (Himself), Israel Pita (Himself - Colaborador)",,,,,
